파사, 89, 194
하마, 73, 162
다나, 88, 149
사타, 63, 183
차라, 97, 191
차타, 58, 187
아가, 83, 173
가나, 48, 166
카아, 94, 196
바라, 82, 156
아가, 97, 182
하자, 87, 146
사사, 43, 159
아아, 63, 197
바사, 83, 185
사마, 98, 150
아아, 86, 157
마바, 47, 142
차마, 72, 145
다아, 82, 179
마사, 56, 162
파하, 51, 144
가사, 91, 178
마카, 74, 156
가바, 58, 196
나파, 77, 156
아카, 61, 169
사마, 91, 163
가바, 84, 185
마나, 80, 183
나마, 78, 140
라가, 58, 182
아자, 45, 192
마사, 80, 153
파파, 72, 191
마마, 59, 166
나가, 46, 176
자아, 76, 194
다다, 86, 170
카가, 53, 161
아나, 99, 161
자마, 90, 189
다차, 84, 181
가라, 78, 185
